type,model,size,inductance,dcr,staturation_current,temperature_rise_current
小型化一体成型电感T-CORE,FTC201610D2R2MBCA,2.0*1.6*1.0,2.2uH,0.125Ω,3A,2.2A
小型化一体成型电感T-CORE,FTC201610S3R3MBCA,2.0*1.6*1.0,3.3uH,0.17Ω,2A,1.5A
小型化一体成型电感T-CORE,FTC201610S4R7MBCA,2.0*1.6*1.0,4.7uH,0.22Ω,1.8A,1.4A
小型化一体成型电感T-CORE,FTC201610S4R7MGCA,2.0*1.6*1.0,4.7uH,0.22Ω,1.8A,1.4A
小型化一体成型电感T-CORE,FTC201612SR10MBCA,2.0*1.6*1.2,0.1uH,0.006Ω,11.5A,10A
小型化一体成型电感T-CORE,FTC201612SR24MBCA,2.0*1.6*1.2,0.24uH,0.011Ω,8.7A,8.6A
小型化一体成型电感T-CORE,FTC201612SR33MBCA,2.0*1.6*1.2,0.33uH,0.015Ω,7.3A,7.2A
小型化一体成型电感T-CORE,FTC201612S1R5MBCA,2.0*1.6*1.2,1.5uH,0.05Ω,3.5A,3.5A
小型化一体成型电感T-CORE,FTC252010SR22MBCA,2.5*2.0*1.0,0.22uH,0.017Ω,7.9A,6.5A
小型化一体成型电感T-CORE,FTC252010SR22MGCA,2.5*2.0*1.0,0.22uH,0.017Ω,7.9A,6.5A
小型化一体成型电感T-CORE,FTC252010SR24MBCA,2.5*2.0*1.0,0.24uH,0.0175Ω,7.8A,6.4A
小型化一体成型电感T-CORE,FTC252010SR33MBCA,2.5*2.0*1.0,0.33uH,0.019Ω,7.2A,6.2A
小型化一体成型电感T-CORE,FTC252010SR33MGCA,2.5*2.0*1.0,0.33uH,0.019Ω,7.2A,6.2A
小型化一体成型电感T-CORE,FTC252010SR47MBCA,2.5*2.0*1.0,0.47uH,0.022Ω,6.5A,5.6A
小型化一体成型电感T-CORE,FTC252010SR47MGCA,2.5*2.0*1.0,0.47uH,0.022Ω,6.5A,5.6A
小型化一体成型电感T-CORE,FTC252010SR68MBCA,2.5*2.0*1.0,0.68uH,0.027Ω,5.5A,5A
小型化一体成型电感T-CORE,FTC252010S1R0MBCA,2.5*2.0*1.0,1.0uH,0.03Ω,4.8A,4.1A
小型化一体成型电感T-CORE,FTC252010S1R0MGCA,2.5*2.0*1.0,1.0uH,0.03Ω,4.8A,4.1A
小型化一体成型电感T-CORE,FTC252010S1R5MBCA,2.5*2.0*1.0,1.5uH,0.055Ω,3.9A,3A
小型化一体成型电感T-CORE,FTC252010S1R5MGCA,2.5*2.0*1.0,1.5uH,0.055Ω,3.9A,3A
小型化一体成型电感T-CORE,FTC252010S2R2MBCA,2.5*2.0*1.0,2.2uH,0.07Ω,3A,2.1A
小型化一体成型电感T-CORE,FTC252010S2R2MGCA,2.5*2.0*1.0,2.2uH,0.07Ω,3A,2.1A
小型化一体成型电感T-CORE,FTC252010S3R3MBCA,2.5*2.0*1.0,3.3uH,0.1Ω,2.5A,2.1A
小型化一体成型电感T-CORE,FTC252010S3R3MGCA,2.5*2.0*1.0,3.3uH,0.1Ω,2.5A,2.1A
小型化一体成型电感T-CORE,FTC252010S4R7MBCA,2.5*2.0*1.0,4.7uH,0.18Ω,2A,1.6A
小型化一体成型电感T-CORE,FTC252010S4R7MGCA,2.5*2.0*1.0,4.7uH,0.18Ω,2A,1.6A
小型化一体成型电感T-CORE,FTC252010S4R7MBCD,2.5*2.0*1.0,4.7uH,0.16Ω,2A,1.6A
小型化一体成型电感T-CORE,FTC252010S6R8MBCA,2.5*2.0*1.0,6.8uH,0.32Ω,1.9A,1.4A
小型化一体成型电感T-CORE,FTC252010S100MBCA,2.5*2.0*1.0,10uH,0.56Ω,1.4A,0.95A
小型化一体成型电感T-CORE,FTC252010S100MGCA,2.5*2.0*1.0,10uH,0.56Ω,1.4A,0.95A
小型化一体成型电感T-CORE,FTC252010S220MGCA,2.5*2.0*1.0,22uH,1.3Ω,0.9A,0.6A
小型化一体成型电感T-CORE,FTC252012SR10MBCA,2.5*2.0*1.2,0.1uH,0.01Ω,12.5A,10.5A
小型化一体成型电感T-CORE,FTC252012SR15MBCA,2.5*2.0*1.2,0.15uH,0.011Ω,12A,10A
小型化一体成型电感T-CORE,FTC252012SR22MBCA,2.5*2.0*1.2,0.22uH,0.014Ω,9A,7.6A
小型化一体成型电感T-CORE,FTC252012SR24MBCA,2.5*2.0*1.2,0.24uH,0.015Ω,8.8A,7.5A
小型化一体成型电感T-CORE,FTC252012SR24MGCA,2.5*2.0*1.2,0.24uH,0.015Ω,8.8A,7.5A
小型化一体成型电感T-CORE,FTC252012SR33MBCA,2.5*2.0*1.2,0.33uH,0.017Ω,7.8A,6.4A
小型化一体成型电感T-CORE,FTC252012SR47MBCA,2.5*2.0*1.2,0.47uH,0.019Ω,7A,6A
小型化一体成型电感T-CORE,FTC252012SR47MBCD,2.5*2.0*1.2,0.47uH,0.013Ω,8A,7.5A
小型化一体成型电感T-CORE,FTC252012SR47MGCD,2.5*2.0*1.2,0.47uH,0.013Ω,8A,7.5A
小型化一体成型电感T-CORE,FTC252012SR68MBCA,2.5*2.0*1.2,0.68uH,0.023Ω,6A,5.5A
小型化一体成型电感T-CORE,FTC252012S1R0MBCA,2.5*2.0*1.2,1.0uH,0.042Ω,5A,3.6A
小型化一体成型电感T-CORE,FTC252012S1R0MBCD,2.5*2.0*1.2,1.0uH,0.022Ω,6A,4.5A
小型化一体成型电感T-CORE,FTC252012S1R0MGCD,2.5*2.0*1.2,1.0uH,0.022Ω,6A,4.5A
小型化一体成型电感T-CORE,FTC252012S1R5MBCA,2.5*2.0*1.2,1.5uH,0.05Ω,4.1A,3.2A
小型化一体成型电感T-CORE,FTC252012S1R5MBCD,2.5*2.0*1.2,1.5uH,0.032Ω,4.4A,4.2A
小型化一体成型电感T-CORE,FTC252012S1R5MGCA,2.5*2.0*1.2,1.5uH,0.05Ω,4.1A,3.2A
小型化一体成型电感T-CORE,FTC252012S2R2MBCA,2.5*2.0*1.2,2.2uH,0.065Ω,3.3A,2.7A
小型化一体成型电感T-CORE,FTC252012S2R2MGCA,2.5*2.0*1.2,2.2uH,0.065Ω,3.3A,2.7A
小型化一体成型电感T-CORE,FTC252012S3R3MBCA,2.5*2.0*1.2,3.3uH,0.097Ω,2.7A,1.8A
小型化一体成型电感T-CORE,FTC252012S4R7MBCA,2.5*2.0*1.2,4.7uH,0.17Ω,2.1A,1.5A
小型化一体成型电感T-CORE,FTC252012S4R7MGCA,2.5*2.0*1.2,4.7uH,0.17Ω,2.1A,1.5A
小型化一体成型电感T-CORE,FTC252012S6R8MBCA,2.5*2.0*1.2,6.8uH,0.27Ω,1.7A,1.4A
小型化一体成型电感T-CORE,FTC252012S100MBCA,2.5*2.0*1.2,10uH,0.4Ω,1.45A,1.05A
小型化一体成型电感T-CORE,FTC252012S100MGCA,2.5*2.0*1.2,10uH,0.4Ω,1.45A,1.05A
小型化一体成型电感T-CORE,FTC322510S2R2MBCA,3.2*2.5*1.0,2.2uH,0.066Ω,3.5A,3.4A
小型化一体成型电感T-CORE,FTC322510S3R3MBCA,3.2*2.5*1.0,3.3uH,0.12Ω,3.3A,2.3A
小型化一体成型电感T-CORE,FTC322510S4R7MBCA,3.2*2.5*1.0,4.7uH,0.14Ω,2.5A,1.9A
小型化一体成型电感T-CORE,FTC322512SR22MBCA,3.2*2.5*1.2,0.22uH,0.01Ω,11A,8.7A
小型化一体成型电感T-CORE,FTC322512SR22MGCA,3.2*2.5*1.2,0.22uH,0.01Ω,11A,8.7A
小型化一体成型电感T-CORE,FTC322512SR24MBCA,3.2*2.5*1.2,0.24uH,0.012Ω,10.5A,8.5A
小型化一体成型电感T-CORE,FTC322512SR33MBCA,3.2*2.5*1.2,0.33uH,0.014Ω,9.5A,8.1A
小型化一体成型电感T-CORE,FTC322512SR47MBCA,3.2*2.5*1.2,0.47uH,0.019Ω,8.2A,7.2A
小型化一体成型电感T-CORE,FTC322512SR47MGCA,3.2*2.5*1.2,0.47uH,0.019Ω,8.2A,7.2A
小型化一体成型电感T-CORE,FTC322512SR47MBCD,3.2*2.5*1.2,0.47uH,0.014Ω,8.2A,7.2A
小型化一体成型电感T-CORE,FTC322512SR68MBCA,3.2*2.5*1.2,0.68uH,0.023Ω,7.7A,6.8A
小型化一体成型电感T-CORE,FTC322512SR68MBCD,3.2*2.5*1.2,0.68uH,0.015Ω,7.5A,6.5A
小型化一体成型电感T-CORE,FTC322512S1R0MBCA,3.2*2.5*1.2,1.0uH,0.03Ω,5.8A,4.8A
车规级一体成型电感,FAU0530-R47MT,5.4*5.2*2.8,0.47uH,0.006Ω,13A,11A
车规级一体成型电感,FAU0530-R68MT,5.4*5.2*2.8,0.68uH,0.008Ω,13A,10A
车规级一体成型电感,FAU0530-R75MT,5.4*5.2*2.8,0.75uH,0.0083Ω,11.5A,10A
车规级一体成型电感,FAU0530-1R0MT,5.4*5.2*2.8,1.0uH,0.0115Ω,9.5A,8.8A
车规级一体成型电感,FAU0530-1R5MT,5.4*5.2*2.8,1.5uH,0.0175Ω,9.5A,8.5A
车规级一体成型电感,FAU0530-2R2MT,5.4*5.2*2.8,2.2uH,0.0265Ω,8.5A,7.5A
车规级一体成型电感,FAU0530-3R3MT,5.4*5.2*2.8,3.3uH,0.037Ω,7.5A,5.5A
车规级一体成型电感,FAU0530-4R7MT,5.4*5.2*2.8,4.7uH,0.047Ω,6.2A,4.8A
车规级一体成型电感,FAU0530-5R6MT,5.4*5.2*2.8,5.6uH,0.0585Ω,4.6A,3.5A
车规级一体成型电感,FAU0530-6R8MT,5.4*5.2*2.8,6.8uH,0.070Ω,4.2A,3A
车规级一体成型电感,FAU0530-100MT,5.4*5.2*2.8,10uH,0.1035Ω,2.6A,2.5A
车规级一体成型电感,FAU0630-R10MT,7*6.6*2.8,0.1uH,0.00072Ω,70A,33A
车规级一体成型电感,FAU0630-R15MT,7*6.6*2.8,0.15uH,0.00118Ω,36A,24A
车规级一体成型电感,FAU0630-R33MT,7*6.6*2.8,0.33uH,0.0033Ω,25A,21.5A
车规级一体成型电感,FAU0630-R47MT,7*6.6*2.8,0.47uH,0.0043Ω,20A,15A
车规级一体成型电感,FAU0630-R56MT,7*6.6*2.8,0.56uH,0.0044Ω,15A,14.5A
车规级一体成型电感,FAU0630-R68MT,7*6.6*2.8,0.68uH,0.0055Ω,14.5A,14A
车规级一体成型电感,FAU0630-R82MT,7*6.6*2.8,0.82uH,0.0065Ω,14A,13.5A
车规级一体成型电感,FAU0630-1R0MT,7*6.6*2.8,1.0uH,0.0075Ω,13.5A,13A
车规级一体成型电感,FAU0630-1R2MT,7*6.6*2.8,1.2uH,0.010Ω,13A,12.5A
车规级一体成型电感,FAU0630-1R5MT,7*6.6*2.8,1.5uH,0.011Ω,11.5A,11A
车规级一体成型电感,FAU0630-2R2MT,7*6.6*2.8,2.2uH,0.0145Ω,9.5A,9.5A
车规级一体成型电感,FAU0630-3R3MT,7*6.6*2.8,3.3uH,0.028Ω,9A,8.5A
车规级一体成型电感,FAU0630-4R7MT,7*6.6*2.8,4.7uH,0.0465Ω,7.5A,6.2A
车规级一体成型电感,FAU0630-6R8MT,7*6.6*2.8,6.8uH,0.062Ω,7A,5A
车规级一体成型电感,FAU0630-8R2MT,7*6.6*2.8,8.2uH,0.0665Ω,5.6A,4.5A
车规级一体成型电感,FAU0630-100MT,7*6.6*2.8,10uH,0.075Ω,5A,4.1A
车规级一体成型电感,FAU0630-150MT,7*6.6*2.8,15uH,0.1105Ω,4A,3.5A
车规级一体成型电感,FAU0630-220MT,7*6.6*2.8,22uH,0.155Ω,3A,2.5A
车规级一体成型电感,FAU0630-330MT,7*6.6*2.8,33uH,0.23Ω,2.8A,2.1A
车规级一体成型电感,FAU1054-4R7MT,11.5*10*5.2,4.7uH,0.010Ω,13.5A,13A
车规级一体成型电感,FAU1054-100MT,11.5*10*5.2,10uH,0.0242Ω,10.9A,7.8A
车规级一体成型电感,FAU1054-150MT,11.5*10*5.2,15uH,0.0313Ω,7.9A,6.8A
车规级一体成型电感,FAU1054-220MT,11.5*10*5.2,22uH,0.050Ω,7.5A,5.4A
车规级一体成型电感,FAU1054-330MT,11.5*10*5.2,33uH,0.0753Ω,6.5A,4.3A
车规级一体成型电感,FAU1054-470MT,11.5*10*5.2,47uH,0.103Ω,4.2A,3.6A
车规级一体成型电感,FAU1350-R10MT,13.45*12.6*4.8,0.1uH,0.00038Ω,100A,54A
车规级一体成型电感,FAU1350-R22MT,13.45*12.6*4.8,0.22uH,0.00062Ω,85A,48A
车规级一体成型电感,FAU1350-R33MT,13.45*12.6*4.8,0.33uH,0.00069Ω,66A,46A
车规级一体成型电感,FAU1350-R47MT,13.45*12.6*4.8,0.47uH,0.0009Ω,64A,43A
车规级一体成型电感,FAU1350-R56MT,13.45*12.6*4.8,0.56uH,0.00132Ω,62A,36A
车规级一体成型电感,FAU1350-R68MT,13.45*12.6*4.8,0.68uH,0.00135Ω,60A,36A
车规级一体成型电感,FAU1350-R82MT,13.45*12.6*4.8,0.82uH,0.0016Ω,45A,31A
车规级一体成型电感,FAU1350-1R0MT,13.45*12.6*4.8,1.0uH,0.002Ω,39.5A,26A
车规级一体成型电感,FAU1350-1R5MT,13.45*12.6*4.8,1.5uH,0.0031Ω,39A,23A
车规级一体成型电感,FAU1350-1R8MT,13.45*12.6*4.8,1.8uH,0.0038Ω,35A,21.5A
车规级一体成型电感,FAU1350-2R2MT,13.45*12.6*4.8,2.2uH,0.0046Ω,28A,21A
车规级一体成型电感,FAU1350-3R3MT,13.45*12.6*4.8,3.3uH,0.0069Ω,24A,16A
车规级一体成型电感,FAU1350-4R7MT,13.45*12.6*4.8,4.7uH,0.0092Ω,20.5A,14A
车规级一体成型电感,FAU1350-5R6MT,13.45*12.6*4.8,5.6uH,0.012Ω,20A,12A
车规级一体成型电感,FAU1350-6R0MT,13.45*12.6*4.8,6uH,0.0125Ω,19.5A,12A
车规级一体成型电感,FAU1350-6R8MT,13.45*12.6*4.8,6.8uH,0.0135Ω,16.5A,11.5A
车规级一体成型电感,FAU1350-7R8MT,13.45*12.6*4.8,7.8uH,0.017Ω,16A,10A
车规级一体成型电感,FAU1350-8R2MT,13.45*12.6*4.8,8.2uH,0.0185Ω,15A,9A
车规级一体成型电感,FAU1350-100MT,13.45*12.6*4.8,10uH,0.0215Ω,14A,8.5A
车规级一体成型电感,FAU1350-120MT,13.45*12.6*4.8,12uH,0.0225Ω,13.5A,8.2A
车规级一体成型电感,FAU1350-150MT,13.45*12.6*4.8,15uH,0.026Ω,10A,7.8A
车规级一体成型电感,FAU1350-220MT,13.45*12.6*4.8,22uH,0.0395Ω,8.2A,6.5A
车规级一体成型电感,FAU1350-330MT,13.45*12.6*4.8,33uH,0.0575Ω,7.5A,5.5A
车规级一体成型电感,FAUL0754-100MT,7.9*7.2*5.2,10uH,0.038Ω,6.9A,4.7A
车规级一体成型电感,FAUL0754-101MT,7.9*7.2*5.2,100uH,0.348Ω,2A,1.6A
车规级一体成型电感,FAUL0754-150MT,7.9*7.2*5.2,15uH,0.066Ω,5.9A,3.4A
小型化一体成型电感T-CORE,FTC303018D4R7MBCA,3.0*3.0*1.8,4.7uH,0.087Ω,4.2A,3A
小型化一体成型电感T-CORE,FTC303020D100MBCA,3.0*3.0*2.0,10uH,0.16Ω,3.3A,2.2A
小型化一体成型电感T-CORE,FTC303020D1R0MBCA,3.0*3.0*2.0,1.0uH,0.02Ω,7.3A,6A
小型化一体成型电感T-CORE,FTC303020D1R5MBCA,3.0*3.0*2.0,1.5uH,0.025Ω,6.5A,5.8A
小型化一体成型电感T-CORE,FTC303020D2R2MBCA,3.0*3.0*2.0,2.2uH,0.045Ω,5.5A,4.3A
小型化一体成型电感T-CORE,FTC303020D3R3MBCA,3.0*3.0*2.0,3.3uH,0.063Ω,5.4A,4A
小型化一体成型电感T-CORE,FTC303020D4R7MBCA,3.0*3.0*2.0,4.7uH,0.073Ω,4A,3.8A
小型化一体成型电感T-CORE,FTC303020D6R8MBCA,3.0*3.0*2.0,6.8uH,0.135Ω,3.8A,3A
小型化一体成型电感T-CORE,FTC303020DR33MBCA,3.0*3.0*2.0,0.33uH,0.009Ω,15A,9A
小型化一体成型电感T-CORE,FTC303020DR68MBCA,3.0*3.0*2.0,0.68uH,0.016Ω,11A,7.8A
小型化一体成型电感T-CORE,FTC322512S1R0MBCD,3.2*2.5*1.2,1.0uH,0.021Ω,7A,5A
小型化一体成型电感T-CORE,FTC322512S1R0MGCA,3.2*2.5*1.2,1.0uH,0.03Ω,5.8A,4.8A
小型化一体成型电感T-CORE,FTC322512S1R5MBCA,3.2*2.5*1.2,1.5uH,0.044Ω,4.7A,4.3A
小型化一体成型电感T-CORE,FTC322512S2R2MBCA,3.2*2.5*1.2,2.2uH,0.07Ω,4.2A,3A
小型化一体成型电感T-CORE,FTC322512S2R2MBCD,3.2*2.5*1.2,2.2uH,0.05Ω,4.5A,3.7A
小型化一体成型电感T-CORE,FTC322512S2R2MGCD,3.2*2.5*1.2,2.2uH,0.05Ω,4.5A,3.7A
小型化一体成型电感T-CORE,FTC322512S3R3MBCA,3.2*2.5*1.2,3.3uH,0.095Ω,3.2A,2.5A
小型化一体成型电感T-CORE,FTC322512S3R3MGCA,3.2*2.5*1.2,3.3uH,0.095Ω,3.2A,2.5A
小型化一体成型电感T-CORE,FTC322512S4R7MBCA,3.2*2.5*1.2,4.7uH,0.135Ω,2.6A,2A
磁屏蔽罩,FTKB1205-471MT,12.5*12.5*6,470uH,0.77Ω,/,0.58A
磁屏蔽罩,FTKB1205-561MT,12.5*12.5*6,560uH,0.86Ω,/,0.54A
磁屏蔽罩,FTKB1205-681MT,12.5*12.5*6,680uH,1.2Ω,/,0.48A
磁屏蔽罩,FTKB1205-821MT,12.5*12.5*6,820uH,1.34Ω,/,0.43A
小型化一体成型电感T-CORE,FTC404010S100MBCA,4.1*4.1*1.0,10uH,0.28Ω,2A,2A
小型化一体成型电感T-CORE,FTC404012S1R0MBCA,4.1*4.1*1.2,1.0uH,0.025Ω,10A,5.5A
小型化一体成型电感T-CORE,FTC404020S2R2MGCA,4.1*4.1*2.0,2.2uH,0.036Ω,8.5A,5A
小型化一体成型电感T-CORE,FTC404030S1R5MGCA,4.1*4.1*3.0,1.5uH,0.018Ω,11A,6A
小型化一体成型电感T-CORE,FTC404030S4R7MGCA,4.1*4.1*3.0,4.7uH,0.046Ω,6A,4A
小型化一体成型电感T-CORE,FTC160865SR22MGCA,1.6*0.8*0.65,0.22uH,0.043Ω,4.5A,3.5A
小型化一体成型电感T-CORE,FTC160865SR47MGCD,1.6*0.8*0.65,0.47uH,0.078Ω,3.2A,3A
小型化一体成型电感T-CORE,FTC160865S1R0MGCA,1.6*0.8*0.65,1.0uH,0.2Ω,2A,1.5A
小型化一体成型电感T-CORE,FTC160865S1R0MGCD,1.6*0.8*0.65,1.0uH,0.16Ω,2A,1.8A
小型化一体成型电感T-CORE,FTC160865S2R2MBCA,1.6*0.8*0.65,2.2uH,0.43Ω,1.3A,1.1A
小型化一体成型电感T-CORE,FTC160808SR24MBCD,1.6*0.8*0.8,0.24uH,0.026Ω,4.4A,3.5A
小型化一体成型电感T-CORE,FTC160808SR56MBCD,1.6*0.8*0.8,0.56uH,0.063Ω,2.7A,2.2A
小型化一体成型电感T-CORE,FTC160808S1R5MBCA,1.6*0.8*0.8,1.5uH,0.285Ω,2A,1.4A
小型化一体成型电感T-CORE,FTC160808S3R3MBCA,1.6*0.8*0.8,3.3uH,0.6Ω,1.2A,0.9A
小型化一体成型电感T-CORE,FTC160808S4R7MBCA,1.6*0.8*0.8,4.7uH,0.7Ω,1A,0.8A
小型化一体成型电感T-CORE,FTC160808S100MBCA,1.6*0.8*0.8,10uH,1.6Ω,0.7A,0.45A
小型化一体成型电感T-CORE,FTC141265SR47MGCB,1.4*1.2*0.65,0.47uH,0.038Ω,3.6A,2.6A
小型化一体成型电感T-CORE,FTC141207SR24MBCA,1.4*1.2*0.7,0.24uH,0.028Ω,4.3A,3.6A
小型化一体成型电感T-CORE,FTC141207SR47MBCA,1.4*1.2*0.7,0.47uH,0.038Ω,3.5A,3.3A
小型化一体成型电感T-CORE,FTC141208SR24MBCD,1.4*1.2*0.8,0.24uH,0.024Ω,6.5A,6A
小型化一体成型电感T-CORE,FTC141208S1R0MBCA,1.4*1.2*0.8,1.0uH,0.077Ω,2.5A,2.5A
小型化一体成型电感T-CORE,FTC201208SR11MBCA,2.0*1.2*0.8,0.11uH,0.012Ω,9A,6.5A
小型化一体成型电感T-CORE,FTC201208SR15MBCA,2.0*1.2*0.8,0.15uH,0.013Ω,7A,6.3A
小型化一体成型电感T-CORE,FTC201208SR24MGCB,2.0*1.2*0.8,0.24uH,0.02Ω,6.6A,5.9A
小型化一体成型电感T-CORE,FTC201208SR68MBCA,2.0*1.2*0.8,0.68uH,0.06Ω,3.7A,3.3A
小型化一体成型电感T-CORE,FTC201208S1R5MBCA,2.0*1.2*0.8,1.5uH,0.135Ω,2.5A,1.9A
小型化一体成型电感T-CORE,FTC201208S2R2MBCB,2.0*1.2*0.8,2.2uH,0.156Ω,2A,1.6A
小型化一体成型电感T-CORE,FTC201208S3R3MBCA,2.0*1.2*0.8,3.3uH,0.3Ω,1.6A,1.5A
小型化一体成型电感T-CORE,FTC201208S4R7MBCA,2.0*1.2*0.8,4.7uH,0.325Ω,1.4A,1.5A
小型化一体成型电感T-CORE,FTC201210SR33MGCB,2.0*1.2*1.0,0.33uH,0.016Ω,6.3A,5.2A
小型化一体成型电感T-CORE,FTC201210SR47MGCB,2.0*1.2*1.0,0.47uH,0.026Ω,5.5A,4.5A
小型化一体成型电感T-CORE,FTC201210S3R3MBCA,2.0*1.2*1.0,3.3uH,0.26Ω,1.8A,1.5A
小型化一体成型电感T-CORE,FTC201210S4R7MBCA,2.0*1.2*1.0,4.7uH,0.3Ω,1.6A,1.4A
小型化一体成型电感T-CORE,FTC201210S6R8MBCA,2.0*1.2*1.0,6.8uH,0.52Ω,1.2A,1.3A
小型化一体成型电感T-CORE,FTC201210S100MBCA,2.0*1.2*1.0,10uH,0.66Ω,1A,1A
小型化一体成型电感T-CORE,FTC201212SR11MBCA,2.0*1.2*1.2,0.11uH,0.0062Ω,11A,11A
小型化一体成型电感T-CORE,FTC201212SR24MBCA,2.0*1.2*1.2,0.24uH,0.016Ω,8.5A,7A
小型化一体成型电感T-CORE,FTC201212SR47MBCA,2.0*1.2*1.2,0.47uH,0.0235Ω,5A,5.5A
小型化一体成型电感T-CORE,FTC201212S3R3MBCA,2.0*1.2*1.2,3.3uH,0.21Ω,1.8A,1.6A
小型化一体成型电感T-CORE,FTC201655SR33MBCA,2.0*1.6*0.55,0.33uH,0.041Ω,3.5A,3.5A
小型化一体成型电感T-CORE,FTC201655SR47MBCA,2.0*1.6*0.55,0.47uH,0.053Ω,3A,3A
小型化一体成型电感T-CORE,FTC201665S1R0MBCA,2.0*1.6*0.65,1.0uH,0.07Ω,2.7A,3A
小型化一体成型电感T-CORE,FTC201607S2R2MBCA,2.0*1.6*0.70,2.2uH,0.175Ω,2A,1.8A
小型化一体成型电感T-CORE,FTC201608S100MBCA,2.0*1.6*0.8,10uH,0.8Ω,0.9A,0.9A
小型化一体成型电感T-CORE,FTC201610SR11MBCA,2.0*1.6*1.0,0.11uH,0.013Ω,8.2A,7.5A
小型化一体成型电感T-CORE,FTC201610SR24MBCD,2.0*1.6*1.0,0.24uH,0.014Ω,7.4A,6.2A
小型化一体成型电感T-CORE,FTC201610SR47MBCB,2.0*1.6*1.0,0.47uH,0.025Ω,6A,5.6A
小型化一体成型电感T-CORE,FTC201610SR47MGCD,2.0*1.6*1.0,0.47uH,0.023Ω,5.6A,5.6A
小型化一体成型电感T-CORE,FTC201610SR68MBCB,2.0*1.6*1.0,0.68uH,0.032Ω,5.5A,5.2A
小型化一体成型电感T-CORE,FTC201610S2R2MGCD,2.0*1.6*1.0,2.2uH,0.115Ω,2.8A,2.1A
小型化一体成型电感T-CORE,FTC201610D4R7MBCA,2.0*1.6*1.0,4.7uH,0.276Ω,1.7A,1.4A
小型化一体成型电感T-CORE,FTC201610S100MBCA,2.0*1.6*1.0,10uH,0.58Ω,1.1A,0.7A
小型化一体成型电感T-CORE,FTC201612SR15MBCA,2.0*1.6*1.2,0.15uH,0.01Ω,10.5A,9A
小型化一体成型电感T-CORE,FTC201612SR47MBCA,2.0*1.6*1.2,0.47uH,0.017Ω,6A,6A
小型化一体成型电感T-CORE,FTC201612SR68MBCA,2.0*1.6*1.2,0.68uH,0.023Ω,5.3A,5.3A
小型化一体成型电感T-CORE,FTC201612S1R0MBCA,2.0*1.6*1.2,1.0uH,0.036Ω,4.5A,4.5A
小型化一体成型电感T-CORE,FTC201612S2R2MBCA,2.0*1.6*1.2,2.2uH,0.09Ω,2.7A,2.9A
小型化一体成型电感T-CORE,FTC201612S3R3MBCA,2.0*1.6*1.2,3.3uH,0.165Ω,2.3A,2A
小型化一体成型电感T-CORE,FTC252075S2R2MGCA,2.5*2.0*0.75,2.2uH,0.09Ω,2.4A,2A
小型化一体成型电感T-CORE,FTC252075S100MGCA,2.5*2.0*0.75,10uH,0.53Ω,0.9A,0.9A
小型化一体成型电感T-CORE,FTC252008SR47MBCA,2.5*2.0*0.8,0.47uH,0.027Ω,5.3A,6A
小型化一体成型电感T-CORE,FTC252008S1R0MBCA,2.5*2.0*0.8,1.0uH,0.04Ω,4A,4A
小型化一体成型电感T-CORE,FTC252008S1R5MBCA,2.5*2.0*0.8,1.5uH,0.075Ω,3A,3A
小型化一体成型电感T-CORE,FTC252008S2R2MBCA,2.5*2.0*0.8,2.2uH,0.077Ω,2.6A,2.6A
小型化一体成型电感T-CORE,FTC252008S3R3MBCA,2.5*2.0*0.8,3.3uH,0.18Ω,2.1A,2.1A
小型化一体成型电感T-CORE,FTC252008S4R7MBCA,2.5*2.0*0.8,4.7uH,0.215Ω,1.5A,1.5A
小型化一体成型电感T-CORE,FTC252008S100MBCA,2.5*2.0*0.8,10uH,0.6Ω,0.9A,1.2A
小型化一体成型电感T-CORE,FTC252010SR47MBCD,2.5*2.0*1.0,0.47uH,0.015Ω,6A,6A
小型化一体成型电感T-CORE,FTC252010S2R2MBCB,2.5*2.0*1.0,2.2uH,0.07Ω,3.3A,2.3A
小型化一体成型电感T-CORE,FTC252010S2R2MBCD,2.5*2.0*1.0,2.2uH,0.07Ω,3.1A,3.2A
小型化一体成型电感T-CORE,FTC252012SR68MBCD,2.5*2.0*1.2,0.68uH,0.018Ω,6A,7A
小型化一体成型电感T-CORE,FTC252012SR82MBCA,2.5*2.0*1.2,0.82uH,0.024Ω,5.8A,5.3A
小型化一体成型电感T-CORE,FTC252012S1R0MBCF,2.5*2.0*1.2,1.0uH,0.036Ω,5A,5A
小型化一体成型电感T-CORE,FTC252012S1R2MBCA,2.5*2.0*1.2,1.2uH,0.045Ω,4.1A,3.4A
小型化一体成型电感T-CORE,FTC322510SR22MBCA,3.2*2.5*1.0,0.22uH,0.011Ω,8A,8A
小型化一体成型电感T-CORE,FTC322510SR33MBCA,3.2*2.5*1.0,0.33uH,0.015Ω,7.8A,7.8A
小型化一体成型电感T-CORE,FTC322510SR47MBCA,3.2*2.5*1.0,0.47uH,0.022Ω,7.6A,5.9A
小型化一体成型电感T-CORE,FTC322510SR68MBCA,3.2*2.5*1.0,0.68uH,0.028Ω,7A,5.7A
小型化一体成型电感T-CORE,FTC322510S1R0MBCA,3.2*2.5*1.0,1.0uH,0.03Ω,5.3A,4.9A
小型化一体成型电感T-CORE,FTC322510S1R5MBCA,3.2*2.5*1.0,1.5uH,0.042Ω,4.4A,3.6A
